,Title,Review,Rating
334,Must buy!,"Very crystal clear sound. I love the bass quality it has.
I am also using JBL 110 , boat uno , boat 225 earphones I must say that this product matches the quality with them.

I must say it's mic quality is better than boat earphones

Best match for this price range. Just go for it.",5
335,Terrific,"Really a nice experience with this earphone than the others, Built quality is just amazing, In this budget it the best earphone I prefer. Thank you.",5
336,Good quality product,"Nice product in this range...sound is crispy clear and bass is awesome. Design is so comfortable, you can use it in helmet also. wire quality is too good. overall it's a great product. 👍",4
337,Value-for-money,Super prodact 11.2mm bass nice sound (cheep and best quantity)and thanks for fleep cart safe Pack and fast belivary,4
338,Fabulous!,Always best earphones value for money best sound quality and best bass I am always recommended to buy realme 2 buds very very fantastic sound quality very comfortable in ear best quality wire,5
339,Very Good,"20-1-2020
Initial review on Day 1.
I will re-edit this after 1month.
So my day 1 experience is good with these Realme buds 2.
Let me tell you any headphone takes a while to give its best and it takes few weeks of usage for that.
So right now i have used these for about 40 mins and listening to saved music in Poweramp as well as built in normal player and then lastly played songs on youtube.
I would say it sounds great on PowerAmp.
As far as youtube or online stream concerned i would say the o...
READ MORE",4
340,Worth every penny,"super bass good sound like this ,realme buds 2. I am very happy",5
341,Must buy!,"I got my earphones yesterday, it's sound quality is extremely good, that you cannot raise the volume even above 40, speaking about the bass it's better than boat 225 (as I've already used it). Especially the surrounding music gives you an amazing feel. speaking of the build quality the braided cables are good, but some people complaining that it's not having an L-shaped Jack, but for me it's not a problem as I've already used boat 225 earphones it has L-shaped Jack but it doesn't last so long...
READ MORE",5
342,Super!,Hey I buy this earbuds 3 days ago and as my experience this earbuds is superb and fantastic bass is awesome sound quality is amazing (spectacular) don't think so much and waste your time on other earphones buy this one . perfect time delivery . built quality is good wire quality good realme is very time best don't think so much just buy it value of money product tysm realme❤,5
343,Delightful,"Working fine with oppo f21 pro 5g, nice sound, clear voice, good product at this range",4
344,Terrific,"Very excellent product with balanced signature sound Quality, Best thing I loved is bass is not over boosted!
Sturdy built with breded cabel . Magnetic ear piece 😀",5
345,Awesome,"I rate this product after 1 year , and really i got amazing experience through it . Its quality is now better like new , If you think to buy it , dont think so much ❤️❤️",5
346,Really Nice,Sound quality is great and the main advantage is that they are very durable even after more than a year both ears are working just as when they were new..,4
347,Decent product,"Build quality is good
Bass is good
Treble is good
Mids are not so good
If you are looking for bass centric earphone then go for it
And if you are are looking for clear voice and most of the Instrument audible then it's not for you buddy .
Mi basic has more clear sound than this one",3
348,Terrific purchase,"This is a review after a week of usage. I upgrade from a low tier earphone to this Realme earphone. To be honest, the difference is so huge, the siund quality, the loudness and the build quality itself is worth the price. Realme is a true quality brand, u won't regret choosing this earphone over others like Boat or JBL.
After a thorough listening to my favourite songs,
Sound quality: 5/5
Build Quality: 5/5 (the bonus i liked avout it is the magnet to store easily)
Th...
READ MORE",5
349,Brilliant,Earlier I have use two Mi Headphones and then used 2 boat headphones. Boat headphones does not last long. But this headphone is amazing and the build quality is awesome. It is tangle free unlike mi and boat. Bass is best in class. I have tested deeb bass sounds. Really happy.,5
350,Best in the market!,"This earphone aaree very awesome .... Sound quality and bass this earphone justtt outstanding ... I suggest this earphone purchased .. this earphone is besttt for all thee earphonesss in this price range ... SO I WOULD LIKE TO SAY ONLY ONE THE Thing
FEEL THE REAL BASS....{REALME}....❣️❣️❣️❣️😍😍😍",5
351,Wonderful,"For the given price, this earphone is value for money. The cable quality is good, tangle free, the earpieces feels comfortable for longer duration. The mic has 3 buttons for call answering, volume + and -. The cable organiser and the magnetic earpieces makes it easy to maintain. The bass is deep, the mids feel little left out, the highs are good, the lows are a little less than expected but you won't notice unless you use a better headphone.

However I wish it had a little more loudness, the...
READ MORE",4
352,Terrific purchase,Bass 1 no. hai bawa ……. Sound quality is awesome…… build quality is good. I have spent 600 bucks for this. I personally recommend this ….if u r a music lover then u will love it.,5
353,Awesome,Superb I liked it very much and price is little bit high . I got from 599 but product is too good,5
354,Very Good,"One of the best earphone's out there..
Sound quality- When you play songs and you don't have to give full volume just set in 70-80% and get relax ..
Bass- Bassy effect of this earphone is excellent..you just love this.
Battery backup- Though it is wired earphone but the backup is good.
Value for money- You should definitely buy this ..I must say ...",4
355,Wonderful,"After 3 Months Use ( Daily 5-6 Hours Use )

Sound Quality - 10/10
Quality-10/10
Bass -10/9
Price- 10/8 ( Because I purchased In 600 I think It's Reasonable Rate Is 500 )


Realme Buds 2 Like Premium Brand Buds Like Apple or etc...",5
356,Awesome,"Very good bass... Clear sound, clear vocal, clear music, good length of cable.. but I think it is over price for wired headset should be below rs. 500.",5
357,Just okay,Good earphone but not value for money bass is ok overall sound quality is ok but not best overall good earphone.,3
358,Excellent Product. Highly recommended.,"I must say it's a very good product.

Pro's :
- Good built quality.
- Braided cable (I hope it's durable.)
- Ear tips feel comfortable even after long use.
- Sound quality is good. Though the sound signature is more
towards bass heavy.
- Magnets on the back of ear tips helps to keep them together.

Con's :
- It would have been better if the sound signature was on the
balanced side.

Kudos to Flipkart for quick and swift delivery.",5
359,Pretty good,Sound quality is amazing but if you're bass lover these earphone not worth it . You should buy boat basshead 172 . And i am using boat basshead 172 last 3 years.,4
360,Wonderful,Best wired earphone braided cable at bottom to mic and other good rubber cable from mic to earpiece sound quality is also very good bought 2 time for family also first using from 1 year till date working fine,5
361,Value-for-money,"Looking at the specs and reviews I expected the sound to be better than what I got. But it's not bad in any way. The sound is really good. It's just that it's not that different from the earphones you get from any other brands at this price. The build quality is nice. I don't get why they couldn't go with braided cable for full length. It's half braided and half rubber insulation. I like that they've also given volume controls on the earphones. Anyways.. I would recommend these if you can get...
READ MORE",4
362,Good quality product,"Hear it from me a Music Enthusiast :
Sound quality : if you are more into vocals, instruments or more acoustic its not the best but you won't notice it.
Bass : Bass is Dope or very good. If you are into bass then don't think twice.
Game : Just go for it.
Pros:
1. Good overall sound and bass quality
2. Best budget earphones
3. Tangle free
Note : (only for music lovers)
If you want good sound quality as well as bass but you are on budget than these is the one for you. But for more better quali...
READ MORE",4
363,Good quality product,"It has been 2 weeks after I had purchased this product. The sound quality is very good and the build quality is also good. These product is light wieghted as of from my expectations.Anyone can buy this product for music as well as for gaming aslo, trust on me on buy this, it'll be worth it.",4
364,Brilliant,"Actually I'm Using it near about last one year no issue have been found yet.I got it at the price 499 and therefore really a value for money product for me. Actually I'm always used to prefer old brands like Sony ,Jbl but this product really change my mind in terms of price and quality of sound.
If u ask me to suggest a better wired headphone under 1000 with the value for money then definitely you can go for it.",5
365,Pretty good,"Using it for the last 6 months and I should say it's one of the best or probably the best under 600.
Noise cancellation is not that good though because people often complains about background noises whole on call. Bass quality is good as well the music quality. And the build quality is superb no matter how you keep them. After my purchase my 2 more roommates bought this in the next one month.",4
366,Good choice,"Decent build & fitting although the wire above microphone to both the earpiece could have been better.. Comparing the competition.. Sound quality is good Loud and crisp, Adequate bass.
treat for music lovers in this segment..
But not recommended for gaming.. Yeah it's playable..
Still better options are there.. You can go with ptron boom or something..",4
367,Wonderful,"Bought it in December 2020. Been using it for the past 6 months, must say for the given price range, these earphones a truly a steal. I'm not an expert when it comes to judging sound quality but I can say for sure you won't be disappointed. I don't take very good care of my earphones and they usually don't last long for me, but these have been rock solid so far. Great build quality.
If you've got Rs 600 to spare, these would be the ones to go for.",5
368,Really Nice,"Value for money!!!!!
Buying it again this year, why??-my pet dog chewed its heads therfore i had to buy it
Or it would have worked for another year
probably one of the most durable,trustable and value for money!

It works good in every fields
Gaming(pubg) etc....
Music
BGM
Online classes
Calls and media
And many more..
Its build quality is very good
And more than best within this price range!
Go for it blind folded!",4
369,Good,"Good product for the price paid
Artificial bass. 3.5 mm jack works well for listening songs but while talking needs adjustment otherwise person you are talking complains that sound coming out muffled or low. Not recommended for calling purpose.",3
370,Fabulous!,This is the best earphone at this range . Very happy to receive it fast . But the only thing dissatisfied is with the vocal sound . Otherwise it is the best ☺️😊☺️,5
371,Wonderful,This item is really very good and useful for high quality sound . Best value for money .,4
372,Worth the money,Super excellent best earphones in this price we get good quality of music with bass n fits easily in ear doesn't create any pain n also suitable for all,4
373,Simply awesome,"I would genuinely review, I have used this today for whole day and I feel the best of best with this prize range.
I am fully satisfied

Go for it",5
374,Classy product,"This product is much better than its competitors within same price range.
Sound out put is good , mic reception is good and fit-finnesh is also very good. Built for rough n tough use.",5
375,Wonderful,"Nice headset as expected.. build quality is super. Sound quality is little to be improved. But overall whatever I needed from a wired headset, am getting. Happy to buy this. Good job realme.",5
376,Fabulous!,It should be just more comfortable with ears. Bass was good and sound quality was also very good for this range. You can absolutely go for it if want a durable budget earphone as realme is trusted brand and also durable,5
377,Worth every penny,I am using this headset for last 7 months and it's really good with excellent sound and good bass if you are a bass lover you are gonna like this headset for sure 👍,5
378,Good choice,"At 600 rupees I had too many options. I wanted to buy Sennheiser cx180, but I had my doubts on its build quality. I went for this realms buds 2. The bass is great, but if you like to hear clear highs and mids you wouldn't like this one much. I like my music with good bass and up to now this has not disappointed me.. the wire are tangle free which is really nice. It has 3 buttons for playback controls which is really helpful.

The only thing which bothered me was it's microphone. I don't kno...
READ MORE",4
379,Simply awesome,"Very nice earphone 😍, smooth voice and clear so.
I love this earphones and colours 💗💗.
I heard the first voice of my best friend on this earphones ______-----
My mobile and earphones they are relme Barnds,
I love realme ____------
Thanks to filpkart 😊💗💗",5
380,Fabulous!,Very nice sound quality is excellent build quality is also nice bass is too good nice purchasing 👍👍👍,5
381,Very Good,Nice product I'm satisfied with it's good sound quality and this is a best earphone under this price.,4
382,Decent product,"Cons

1} No L shaped 3.5mm jack so it's not comfortable whenever you hold your device portrait way while laying on bed, if it would have been made L shaped jack then that's would be great


2} Just an hype has been created by tech Youtubers, average bass and sound,

3} very narrow holder on Jack cover which feels weird

4} Tribble is okay, bass is average

5} very Tiktok noisy volume buttons



Pros

1} wired quality is good

2} tilted shaped of ear tips chambers is amazing and comfortabl...
READ MORE",3
383,Terrific purchase,"1) Loved the design.
2) Pretty good cable ( I am a very rough user so most of the headphones don't last longer than 3 weeks but this one will probably last for 6 months )
3) Sound quality is decent for this price point ( Though Bass is a bit low )
4) My iPad's headphone socket had some issues and all other headphones I had would just come out if it if you accidentally touched the jack but this one fits perfectly and no such issues.",5
384,Nice product,"It is good headphone for regular heavy use and built quality of cable best at this price. If you looking for a durable and value for money headphone, I suggest you just go for it will not be disappointed..",4
385,Super!,very good super quality super bass super sound quality very useful design,5
386,Brilliant,"Very good headset at this price range. The build quality of the headset is so nice. And Bass is really loud and treble is also good as they say 'Feel The Real Bass'. The microphone is also good. Overall if you're having under 1000 budget and want to buy a headset with microphone and good sound quality for daily use, you can consider this item.

P.S - The delivery by Flipkart was very fast. After ordering within 20 hours i got my product.",5
387,Perfect product!,"Best Earphones under 700Rs
1- Good Quality sound like Sony.
2- Good quality Bass and build quality is also excellent.
3- Must Buy if your budget is under 1000rs
4- Microphone is also good.",5
388,Good quality product,"As simple as that, you will have good mids and treble and the highs sometimes are unpleasing but the overall sound is fine and balanced. But the bass could have been more deep and that would have made these earphones perfect",4
389,Pretty good,Build quality is ok not up to the mark but satisfying in 500 rupees. treble is good but bass is not that much. buttons for volume up down and call receive are very responsive,4
390,Wonderful,"Build quality is fine, sound is good, bass is good not the best, not good as earlier I used JBLC100..Cable length is little lengthy...Magnetic buds feels good..Overall a good earphone at budget price..",4
391,Fabulous!,Super best headset bass is super wire is also good,5
392,Great product,Best product with nice built and performance and with proper price very amazing product,5
393,Highly recommended,Very good build quality nice bass overall well balanced experience delivered in 4 days,5
394,Very Good,"It's premium design and made with high build quality, it's best earphone for the music lovers, it's delivered Amazing bass and rich sounds.
One thing to say it's like a headphone not earphone because of sound effect, surround sound and more

Only one word to say it's world best earphone at this price.",4
395,Decent product,bought this after watching watching top reviews Now I'm regretting it's not the product as described Bass is too low I mean too low only vocals and instruments 3.5/5 I am using 699 MI earphone when I am wearing that headphone sound quality between these two is like bose and boat I didn't expect from realme although build quality is awesome and cable organizer is great addition but I am disappointed I bought That MI earphone on 450 on 2019 big billion days DON'T BUY IT FOR BASS,3
396,Great product,"Almost 1 months and m very happy with the performance in such price rate.
realme and mi change the market thnx for making such best quality products wish indian market learnt something.
Build quality is best 5/5
Sound quality is good 4/5
Overall best u won't regret.",5
397,Pretty good,"It's really good. Packaging seems like a premium earbuds, but is so reasonable.
Best I ever used.
Design is good ! but wish the jack notch can be little improved, it looks very delicate.
sound - 4/5 - its loud enough .. perfect
Bass 5/5 - No issue
Treble is so loud at high volume which pinch in ears some time.
the best quality sound you will experience at volume > 70%
Sound Quality at high volume is not at all good.
when changes sound one after the other, sounds shows some glitches
else...
READ MORE",4
398,Really Nice,"Good for this price range. If you're a bass lover and like to listen to music and make phone calls via earphones, it'll be worth it.",4
399,Worth every penny,"Very good earphones, amazing sound quality with an awesome punchy bass ,Also more durable compared to other earphones. It's truly value for money product.",5
400,Classy product,"Awesome product. Same sound quality like Bluetooth version. Awesome build quality.
Best in this price range.
May be best under 1k also.!",5
401,Mind-blowing purchase,"In this price point it is a very good product ,the audio output is very good and durable wire ,the dynamic drive makes high bass and it's 70% noise cancel",5
402,Delightful,Good quality and super bass its mids vocals and treble are good as compared to realme buds1. This earphone is specially recommended for Bass lover.,4
403,Highly recommended,"Sound was too good and clarity, base also good, but build quality need more improvement....rest L shape is better than I shape....rest all good",5
404,Mind-blowing purchase,It's a good product in this price range...the audio quality is far better than other earbuds available on this price range.i am quite satisfied with the product.,5
405,Perfect product!,"Superb quality really,
Nice one for this price
Extra 2 pair of ear pieces were also good idea
Actually delivered 2 days before the excpectrd date and there was a friendly nature with delivery boy.
Thank you flipkart",5
406,Perfect product!,"A big salute to who ever is behind in builting this product. After using Sony xb55 for a year I shifted to this product. I am not comparing this product with Sony. This one is having more crystal clear sond than xb55. Design, sound quality, bass everything at it premium level. After hearing the song sree ragamo.. Thadunnu njan.. I am out of this world. I might have heard that song more than 50 times.",5
407,Must buy!,"This is a very good product.
The sound quality and bass from it is soo close to the one from my old Skullcandy Ink'd headphones. A must buy under 600k range.
The build quality and the finish as also top notch. Great job realme!
And thanks to flipkart for that speedy delivery.",5
408,Just okay,Build Quality is good but sound quality is normal. Good for gaming like pubg but not good for listening music.,3
409,Great product,"It's A Perfect Choice Who Loves Bass More Then Anything....

So it's Most Affordable Headphone Which Comes Under Such A Lowest Price Along With Awesome Sound n Bass...

- Nitin Kr Nishant.",5
410,Super!,"Guys don't hesitate to buy this earphone, it is the best earphone i ever used in such a low price, better than my previous cx 180… realme buds wireless has this same earpiece, people who don't want to buy realme buds wireless can go for it, you will not regret, the difference between realme buds wireless and realme buds 2 is one is wireless and the other is wired, and you will feel every beats on this earphone..
Every sound is balanced
Bass is very very good
Build quality best
Mic quality awe...
READ MORE",5
411,Consider these facts before buying...,"I have been using Realme Buds 2 for 15 days now. To be honest,
build quality - 10/10.
vocals - 9/10.
bass - 9/10. (considering you get an 11.2 mm bass boost driver)
Comfort - 10/10

You get extra silicon buds to make it more comfortable.
length of wire is long enough, but sometimes it is irritating as wire comes in between the work you do.
Wire organizer does a great job here, really useful.
I would have been better is the 3.5mm jack would have been golden.
Really good for gaming like pubg, c...
READ MORE",4
412,Highly recommended,I jst loved the Buds 2 .....the base was soo good ....it's a worth of money,5
413,Worth every penny,"Best Earphones in this price range...
I previously used Boat 225...And after using this product it has quite decent sound quality and Bass which is very good sign...
My rating:-
Sound quality = 4/5
Bass = 4.5/5
Build quality = 4/5",5
414,Super!,It is one of the best earphones at this price point. Has a very good bass and sound quality is really awesome. Build quality is also decent enough. Cables are easy to manage and magnetic buds really help a lot. Fits nice in ears. A great choice for Pubg players😂.Overall a good deal at this price. A must buy product 👍.,5
415,Great product,"Overall the product is best .
Bass is really crispy and sounds with great quality
Quality is top of the notch ! Worth to buy",5
416,Pretty good,"Best earphone under 500 , sound is crunchy but bass is like 7 on 10. Overall best product from realme.",4
417,Wonderful,its fantastic at this pric range ... built quality is good and looks durable and sound quality is also very good .. bass is also very nice,5
418,Highly recommended,crystal clear audio output....nice bass.....superb quality.....10/10 Vara level earbuds ..... fastest delivery by Flipkart...... thank you REALME for this amazing product,5
419,Excellent,love nice good super 👌 wow 😍,5
420,Delightful,Really nice product... sound quality very good... bass superb.... build vice good bt improve the button quality and jack..... bcz Lshape r Tshape jack is comfortable for me....,4
421,Mind-blowing purchase,"If you are comparing between this earphone and boat bass head then i will suggest go for this one, because this one has more sound clarity and it fits perfectly in the ear which you can't experience in boat bass head. But the boat has slightly more bass than this one but if i will talk about the overall experience then its simply awesome considering its price point. You can easily compare this earphone with some of the jbl earphone which comes under similar price range like T160,C150SI etc.",5
422,Just wow!,"this product is very nice and it is original , ear phone with best bass , clear sound and , it's design is also looking dashing ,i have a great experience with the
"" Realme Buds 2""",5
423,Terrific,this earphone is quite good ....as compare to other earphones of this range ....bass is normal but sound quality is good ....finally I told you this is best option.,5
424,Simply awesome,"amazing quality ..best sound best build quality loved it must try this , bass is amazing everything is perfection",5
425,Brilliant,"Amazing Realme..
best in sound quality, best in bass, best in built in..just superb.
i am using Shennheiser cc 180, but after listening to these buds my choice changed to Realme.",5
426,Pretty good,"posting this detailed review after 9 days of continuous use.


pros:-
a) build quality of these earphone are really obe of the best in the price bracket of under 1k. The braided cable really feels tough. The magnets and cable organizer is really a welcoming features of this earphones.

b) sound quality of these earphone are really good especially after 1 hr of burn in( 1more assistant app) the sound clarity of the earphone improved a lot...u can clearly hear all the instruments and the vocals...
READ MORE",4
427,Best in the market!,are you a melody lover this thing is abeast in that but moving to bass and treble its not better than boAt bassheads 220 in the same price range .....so make sure that its useful for your purposes..,5
428,Just wow!,"Very well product quality 👌
sound quality 4.8/5.0 Really whenever I listen songs and watching video using this earphones it feels like I am in theatre. A very dynamic product from realme 👍",5
429,Perfect product!,This product is just awesome. The sound quality is best in this price range. The bass lovers are loved this very much because it was proved. The design is also nice but I thought the volume switch buttons are slightly handle to touch....,5
430,Brilliant,It was amazing 👌 my honest opinion says it is very very much best earphone and in this price it is superb !!!,5
431,Terrific purchase,"stylish and classy and very light and comfortable.. i have used boat,ant audio w56 and many other headphones..but this one fits my ear perfect.. you can use the magnet to hang it from ur neck while travelling and access calls,adjust volume of the soundss..this small specifications makes it very classy and comfortable...i have used it like 4 months and it is just wowwww",5
432,Super!,"Got these headset after going through many reviews as i had previously used Jbl,boat, 1more etc. The so i was confused to either buy some costly headset or go for a bit cheaper. These headset are pretty loud with very good bass, even listening to soft music you can feel that song. I fel that it has good amount of bass with some surround sound effect.... Using it from past 2 weeks.. Satisfied till date.",5
433,Classy product,sound quality is crispy and clear. base is good . the material of the wire is very good . finally I got a good headphone . if you want a durable headphone then go for it . if not boat rockers are also good option . but I prefer durable headphone which can long last like 3 years,5
434,Brilliant,"awesome sound , awesome bass , awesome everything but sometimes the buds hurts in the ears a little....buds can be more soft and smooth and rather everything is cool.....a value for money product",5
435,Mind-blowing purchase,super super super very very good earphones best budget earphones thank you realme thank you Flipkart,5
436,Bad quality,"Vocal-- not clear.
Instrument separation --- not good.
Loudness- high
For pubg that's good enough . But as a music lover this is the worst.",2
437,Delightful,"Earphone got best fit in the ear, comes with extra buds, wire is pretty flexible, made by good quality material. Sound quality can be compared with earphones like that of JBL and BOAT, 3.5mm jack makes it more comfortable to use and fit in almost all mobile jacks. Bass quality is descent. Good for playing games like PUBGMobile, etc. Honestly the best earphones at low price.",4
438,Decent product,"Not bad at all, but I can find something more than this at this price segment i.e., 599. realme can improve well in realme buds 2 as I'm a pure realme user.
But in 18 months they progress like that I can't believe on it which is not by Oppo, OnePlus, Apple(iPhone), etc. I never negate Oppo, OnePlus and Apples progress but it's truly incredible by realme.
I have lots of faith on realme that they do well more than today.
As a real realme user I wish grow well you my artificial brother i.e., rea...
READ MORE",3
439,Simply awesome,Best in the league... Good bass.. best sound quality... Must buy ... Also best build quality,5
440,Good quality product,"I've been using this past 6 months.

I'd say in terms of durability it matches with any sport version of Sennheiser.

Bass is high, this affects the balance.

Treble is high at 100% volume. Should listen to music at max 80% volume.

Surround sound is excellent for watching movies, since its realme buds the Dolby Atmos can be utilised to its full extent.

If the bass was not kicked up a notch and more money was put into clarity this would have matched with the likes of JBL.",4
441,Just okay,The sound quality is not much good because my brother also have Boat 220 and i have compared both side by side and i am surprised the Boat 220 have far better sound quality than Realme buds2...This is my genuine review,3
442,Classy product,"First of all delivery was super super fast!!!got delivered my buds2 in just 2 hrs after ordering it!!!best sound quality,nice design,bass super good,colour may vary different as shown in picture but good!!!flipkart,realme both doing fantabulous job!!!love the buds 2 looks super cool",5
443,Really Nice,"Expectations r more on focusing real bass but come to reality bass are not upto mark. The bass is similar to bass of samsung feature phones earphones. But surrounding effect, trepel and vocals are very clear also volume is very loud in full sound am not find any distortions. Design is good, quality of wire long lasting .Am using in MAXPROM1
CONS:
* Bass is not upto mark.
* its bass is 10% better than samsung feature phone earphones .Bass is 3.5/5
* Performance is normal but cost is high
pr...
READ MORE",4
444,Good choice,really I'm saying this headset is pretty good and the bill quality is awesome and there is some more good bass sound effect but there is no L shaped 3.5mm jack,4
445,Pretty good,It's a very cool and funky kind of ear phones and looks pretty cool to put on. It's magnetic effect makes it more stylish. Sound and Bass quality is good but it can be more better.And Thanks to the delivery person who delivered it while it was raining. Overall it's a good product.,4
446,Must buy!,"yo! received the item today yo... using it n i can say its pretty dope yo.. u know what m sayn... feels like a high end earphones yeah.... worth buying it yo homies... now i can record my music like a pro yo... really appreciate it man... flipkart n realme yooooooooo....... don't look out for any other more reviews... i said it already n its done.. PERIOD YO!!!!! U KNOW WHAT M SAYN.... BASS, TREBLE AND EVERYTHING SOUNDS DOPE MAN... Peace out from STRAIGHT OUT OF NAGALAND YO...... \m/ \m/",5
447,Mind-blowing purchase,"I'm using these earphones since 2 months and these earphones are good for this price
Sound quality is good
Bass is excellent
If you are a bass lover blindly go for these earphones.You will definitely love them
Build quilty is also good and they can last long
The only minor con is the high tones are average as expected for this price
Sound quality :: 8.5/10
Bass :: 9.5/10
Build :: 9/10
Vocals ::8/10
High tones ::7.5/10
Overall ::8.5/10",5
448,Value-for-money,Bass is very good but surrounded effect is not good but this price range this head phone is good and look like a premium.,4
449,Just okay,"Noice cancellation is not good, i used ant audio w56 before purchasing this, and guess what?
ANT AUDIO W56 is best in this price range,
Better buy that product, even build quality is good better than real me, just go and check that product, Tq",3
450,Just wow!,"ITS BEST IN THIS PRICW PRICE RANGE
BUILT IS AWESOME SOUND JA ALSO TOO GOOD
MAGNETIC DRIVER IS A GOOD FETURE
AND THE BINDING CLIP ALSO HELP
OVERALL ITS A BEST IN ITS SEGMENT",5
451,Worth the money,"Pro.
1 . Good quality sound with this price range
2. Looks are stylist.
3 . Bass is good.
4. Wire and partly pvc or silicone like material.
5. Weight light.
7. Magnet work properly.
Cons..
1. 3.5 jack is not gold plated.
2. Not L shape jack.
3. During ph call out side sound come .",4
452,Simply awesome,Awesome product....... Sound quality is very high & soft ..... Not damage to our ear ..... Overall best of the best product...... Bass quality is excellent ...... Thank you realme for this product.....,5
453,Wonderful,Totally bang on 🔥 . Fabulous bass controll and sound clarity in full volume.. no noisy sound.no sound break.. best in the price ..Giving it a 4 star only because I didn't like the rope type wire through the plug..That's my personal disliking at all... Otherwise this headphone has nothing to be a second choice .,4
454,Awesome,"I usually prefer headphones for rough usage and with good built in quality.
This headphones satisfied my need.
Good audio quality with base
Noice cancellation facility
Awesome quality
Decent packing
Overall a better earphones.

I prefer price is little high.
Overall I suggest u can prefer this if you are regular user.
Thank you Flipkart",5
455,Perfect product!,"Awesome 👍😊 Sounds Great . Bass is Great . Overall Satisfied with Price range
Thnx Realme . Thnx Flipkart 🙏💓😎",5
456,Terrific,"Disclaimer - You cannot return this order so be careful.
Coming to review - dont know why so much hype is created for this earphone like its the best
This earphone is bu*#%&*it.
Has bass but doesnt feel as bass just cheap drum sound feeling for bass nothing as u will be amazed for played songs on iphone 6s !
Sound clearity is missing
Overall is what u expect to feel the music the emotion is missing they way sound should make u feel nirvana takes u to a particular zone is missing in short ...
READ MORE",5
457,Bad quality,I was thought this product is amazing sound quality that's why I ordered this product. what does sound quality is not really good it is every sound quality like 400₹ MI headphone.,2
458,Great product,I'm a conqueror player in pubg & Bgmi...these are really awesome...i suggested for many of my friends and fellow teammates...footsteps are clear from the exact directions and you can hear minute sounds where your teammates can't notice...just go for it guys and one more thing..just don't know why I'm interested now to share my feedback after 1 year of usage.. purchased 7-07-2021 and reviewing in 8july2022...the durability is top notch and still I'm using it♥️,5
459,Perfect product!,"Its a good headset, most people will like them, im a senhiser cx 180 user for years and i feel like the background sounds like instruments is not as clear as my cx 180, bass is better than that one but clarity is way better on senhiser",5
460,Perfect product!,"It was awesome earphone ...and value for money 💰💰..I am using those earphones ..it is really cool
And bass is aslo good .. perfect sound quality and it's mic is just wow .. fantastic working .. good for phone calls ..",5
461,Super!,Review After Using 6 month Non stop Use Definitely Go for it no change in sound quality and super Bass loved it very much also wire quality is super no matter how ruff you use,5
462,Wonderful,"Advantage - Very nice product. The sound quality is very nice and the best part is the voice is very much clear and audible to the person you are talking to when you are using for your calls. Disadvantage - if you see clearly the buds displayed are transparent here, but in actual it's not...",5
463,Simply awesome,Sound quality of this earphones is very good and the design quality is attractive I have been using Samsung earphone since last year and sound quality of realme earphones is better than any other earphones I have ever used thank you flipkart,5
464,Classy product,Excellent budget earphones... And it comes with strong braded cable which prevents the earphones from tangling and also the cable organizer is very useful when not in use or even in use when you don't need the cable to be very long.,5
465,Wonderful,Good quality earfone good sound base is so beautiful i like realme buds 2,4
466,Highly recommended,Nice earphone I am happy with this earphone sound quality is better than other and bass is also good but sound is very high,5
467,Simply awesome,"Best headphone all in one fully high base
I enjoy music and pubg high base excellent work realme
Very nice products i take 5 star",5
468,Perfect product!,Earlier I was using Boat 225 which was Heavy & Slippery but this is much better than Boat It's Very COMFORTABLE & LIGHT WEIGHT t & Even the SOUND QUALITY is better than Boat 225.,5
469,Nice,Has good headset is also good in appearance sound quality is also good thanks realme and thank you so much flipkart,3
470,Perfect product!,Great balanced headphones for the price. I prefer balanced headphones over bass heavy one's. The dialogues in movies and shows are audible and clear.,5
471,Good,"Firstly, music is not soft unnecessarily loud but bass is good.

Can be managed if heard at a drop.

Secondly, no t shape or l shape jack and not gold plated.

Thirdly. Voice is good. Noise isolation and cancellation availability

Build great. Liking it at the first go. Will be able to tell better after 1 month use.

The receiver could be a better one.

Overall, can buy. A good buy.",3
472,Wonderful,I'm happy to bought this realme buds 2 the built quality is really good and bass of earphone is amazing cable organizer is useful anad and avoid of crumble,5
473,Wonderful,"Sound quality and design is superb. But i have to add something more important and considerable ::
1. Best part of this earphone is wire coating. None of the other earphone give you this feature in such a price. I know it is not much matter but it keeps ur earphone safe.
2. 2nd main part right placement of mic. Many other earphone miss this. This is necessary feature because you don't need to hold mic near ur mouth while in call.",5
474,Pretty good,The product of awesome in quality. The base is good and most important the earphone can be used roughly as the build quality is good.,4
475,Could be way better,"Bass is high but not good
Sound quality is also not good
Ordered after some seen some good reviews but now I m not okay with it...sorry realme

Build quality is okay
Wires are awesome but buttons are so cheaper",2
476,Awesome,"Its a pure one dont miss it
Very attractive design and very comfortable
More effective bass and sound quality
Its have braided wire thats help to survive long life to the headset please try this awesome headset from realme(thankyou flipkart)😍",5
477,Value-for-money,If you are a bass lover and wanna buy or searching a budget earbuds in a budget friendly deal with some great bass boost sounds experience + unique stylish finish + good wire quality then it will be a great choice under rs. 600/-,4
478,Perfect product!,"Best ever headphones in this price range...
Treble...10/10
Bass...10/10
Both are equally balanced.... perfect match...
If you are music lover this is made for you...
And FOR PUBG best ever headphones....you can guess enemy just listening footsteps....best surround sound...Must Buy earphones, premium and quality sound in 599/-",5
